Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
20,USA Midwest,Galesville,Wisconsin,N9TUU  B,N9TUU  G,442.5000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.09,-91.34,-06:00
20,USA Midwest,Grafton,Wisconsin,W9FRG  B,W9FRG  G,442.81875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.34,-87.94,-06:00
20,USA Midwest,Grafton,Wisconsin,W9FRG  C,W9FRG  G,145.2250,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.34,-87.94,-06:00
20,USA Midwest,Green Bay,Wisconsin,K9EAM  B,K9EAM  G,444.20625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.41,-88,-06:00
20,USA Midwest,Hancock,Wisconsin,N9QIP  B,N9QIP  G,442.7250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.1,-89.55,-06:00
20,USA Midwest,Kewaunee,Wisconsin,KD9NKO B,KD9NKO G,444.9550,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.5,-87.58,-06:00
20,USA Midwest,La Crosse,Wisconsin,KA9BAB B,KA9BAB G,444.91500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.82,-91.18,-06:00
20,USA Midwest,Madison,Wisconsin,W9HSY  C,W9HSY  G,145.3050,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.06,-89.48,-06:00
20,USA Midwest,Marshfield,Wisconsin,KD9FUR C,KD9FUR G,147.0450,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.67,-90.17,-06:00
20,USA Midwest,Merrill,Wisconsin,KC9LFH B,KC9LFH G,442.5125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.2,-89.69,-06:00
20,USA Midwest,Milwaukee,Wisconsin,KC9LKZ B,KC9LKZ G,442.46875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.1,-87.9,-06:00
20,USA Midwest,Milwaukee,Wisconsin,KC9LKZ C,KC9LKZ G,145.2450,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.1,-87.9,-06:00
20,USA Midwest,Milwaukee,Wisconsin,KD9JHE B,KD9JHE G,443.2750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.1,-87.9,-06:00
20,USA Midwest,Oshkosh,Wisconsin,WB9SLI C,WB9SLI G,145.3450,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.98,-88.56,-06:00
20,USA Midwest,Park Falls,Wisconsin,W9PFP  B,W9PFP  G,442.48125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.95,-90.27,-06:00
20,USA Midwest,Platteville,Wisconsin,KA9WAM B,KA9WAM G,442.2000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.74,-90.47,-06:00
20,USA Midwest,Prairie du Chien,Wisconsin,W0SFK  B,W0SFK  G,444.4500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.06,-91.14,-06:00
20,USA Midwest,Racine,Wisconsin,WI9RAC B,WI9RAC G,441.81875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.73,-87.85,-06:00
20,USA Midwest,Rice Lake/Spoone,Wisconsin,KC0WKP B,KC0WKP G,442.1000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.51,-91.51,-06:00
20,USA Midwest,Rice Lake/Spoone,Wisconsin,KC0WKP C,KC0WKP G,147.2850,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,45.51,-91.51,-06:00
20,USA Midwest,Richland Center,Wisconsin,KC9WDW C,KC9WDW G,147.1950,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.34,-90.37,-06:00
20,USA Midwest,Richland Center,Wisconsin,KC9WDW B,KC9WDW G,442.4875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.34,-90.37,-06:00
20,USA Midwest,River Falls,Wisconsin,WB0MPE B,WB0MPE G,444.8750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.86,-92.62,-06:00
20,USA Midwest,Sayner- WI,Wisconsin,KB9VMC C,KB9VMC G,147.3600,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,46,-89.59,-06:00
20,USA Midwest,Sheboygan,Wisconsin,KC9SJY B,KC9SJY G,442.48125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.74,-87.72,-06:00
20,USA Midwest,Sheboygan,Wisconsin,KC9SJY C,KC9SJY G,147.2550,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.74,-87.72,-06:00
20,USA Midwest,Sheboygan,Wisconsin,KC9WUS C,KC9WUS G,146.985,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.5,-87.5,-06:00
20,USA Midwest,Tomah,Wisconsin,KC9JZC C,KC9JZC G,147.2400,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.9,-90.58,-06:00
20,USA Midwest,Watertown,Wisconsin,W9TTN  B,W9TTN  G,440.1500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.2,-88.75,-06:00
20,USA Midwest,Waupaca,Wisconsin,KD9GXT B,KD9GXT G,444.6750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.36,-89.09,-06:00
20,USA Midwest,Wausau,Wisconsin,W9BCC  B,W9BCC  G,442.46875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.93,-89.69,-06:00
20,USA Midwest,Wausau,Wisconsin,W9BCC  C,W9BCC  G,145.2450,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.93,-89.69,-06:00
20,USA Midwest,Wonewoc,Wisconsin,KD9BLN C,KD9BLN G,146.7150,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.71,-90.21,-06:00
20,USA Midwest,Wonewoc,Wisconsin,KD9BLN B,KD9BLN G,443.69375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.71,-90.21,-06:00
21,USA Northeast,Bristol,Connecticut,W1IXU  B,W1IXU  G,448.3750,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,41.65,-72.94,-05:00
21,USA Northeast,Bristol,Connecticut,W1IXU  C,W1IXU  G,145.1400,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.65,-72.94,-05:00
21,USA Northeast,East Hampton,Connecticut,K1DIG  C,K1DIG  G,147.1350,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.61,-72.52,-05:00
21,USA Northeast,Enfield,Connecticut,K1CDG  B,K1CDG  G,444.9125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.8,-72.61,-05:00
21,USA Northeast,Enfield,Connecticut,KB1UHR B,KB1UHR G,444.1000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.01,-72.57,-05:00
21,USA Northeast,Haddam,Connecticut,KB1UHS B,KB1UHS G,444.5500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.5,-72.61,-05:00
21,USA Northeast,Killingly,Connecticut,N1GAU  B,N1GAU  G,444.1000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.8,-71.82,-05:00
21,USA Northeast,Meriden,Connecticut,W1ECV  B,W1ECV  G,444.2500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.57,-72.84,-05:00
21,USA Northeast,Meriden,Connecticut,W1ECV  C,W1ECV  G,145.4900,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.57,-72.84,-05:00
21,USA Northeast,Norwalk,Connecticut,W1NLK  B,W1NLK  G,441.6000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.12,-73.42,-05:00
21,USA Northeast,Rocky Hill,Connecticut,K1RHF  B,K1RHF  G,449.5750,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,41.67,-72.64,-05:00
21,USA Northeast,Rocky Hill,Connecticut,KB1CDI B,KB1CDI G,442.3000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.69,-72.64,-05:00
21,USA Northeast,Salem,Connecticut,KD1STR B,KD1STR G,443.4000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.28,-72.14,-05:00
21,USA Northeast,Stratford,Connecticut,K1TMW  C,K1TMW  G,145.5700,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,41.24,-73.1,-05:00
21,USA Northeast,Terryville,Connecticut,WD1STR B,WD1STR G,446.4500,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,41.67,-73.01,-05:00
21,USA Northeast,Vernon,Connecticut,AA1HD  B,AA1HD  G,442.1500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.8,-72.45,-05:00
21,USA Northeast,Vernon,Connecticut,AA1HD  C,AA1HD  G,145.2600,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.8,-72.45,-05:00
21,USA Northeast,Westbrook,Connecticut,W1BCG  B,W1BCG  G,444.0000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.3,-72.45,-05:00
21,USA Northeast,Washington,District Of Columbia,W3AGB  C,W3AGB  G,147.3600,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,38.9,-77.02,-05:00
21,USA Northeast,Washington,District Of Columbia,W3AGB  B,W3AGB  G,444.1625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.9,-77.02,-05:00
21,USA Northeast,Bloomington,Indiana,K9IU   B,K9IU   G,444.9000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.18,-86.51,-05:00
21,USA Northeast,Bloomington,Indiana,K9IU   C,K9IU   G,146.9400,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.18,-86.51,-05:00
21,USA Northeast,Columbus,Indiana,W9ALQ  C,W9ALQ  G,146.7900,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.2,-85.8,-05:00
21,USA Northeast,Fort Wayne,Indiana,W9TE   B,W9TE   G,442.99375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.08,-85.13,-05:00
21,USA Northeast,Huron,Indiana,N9UMJ  B,N9UMJ  G,442.250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.75,-86.65,-05:00
21,USA Northeast,Indianapolis,Indiana,W9ICE  B,W9ICE  G,444.1250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.9,-86.2,-05:00
21,USA Northeast,Indianapolis,Indiana,W9ICE  C,W9ICE  G,147.3900,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.9,-86.2,-05:00
21,USA Northeast,Indianapolis,Indiana,W9ICE  A,W9ICE  G,441.4500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.9,-86.2,-05:00
21,USA Northeast,Kirksville,Indiana,WB9TLH B,WB9TLH G,443.0500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.07,-86.62,-05:00
21,USA Northeast,Lafayette,Indiana,W9ARP  B,W9ARP  G,444.3000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,40.48,-86.89,-05:00
21,USA Northeast,Lafayette,Indiana,W9ARP  C,W9ARP  G,146.7300,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,40.48,-86.89,-05:00
21,USA Northeast,Marion,Indiana,W9EBN  B,W9EBN  G,443.4000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,40.6,-85.65,-05:00
21,USA Northeast,Mitchell,Indiana,W9QYQ  B,W9QYQ  G,444.050,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.77,-86.52,-05:00
21,USA Northeast,Shelbyville,Indiana,K9SVL  B,K9SVL  G,442.1875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.53,-85.78,-05:00
21,USA Northeast,Shelbyville,Indiana,W9NTP  B,W9NTP  G,442.1875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.52,-85.79,-05:00
21,USA Northeast,West Lafayette,Indiana,KA9VXS B,KA9VXS G,444.0750,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,40.48,-86.89,-06:00
21,USA Northeast,West Lafayette,Indiana,KA9VXS B,KA9VXS G,145.2500,DUP-,6,DV,OFF,82.5Hz,Yes,Approximate,40.48,-86.89,-06:00
21,USA Northeast,Danville,Kentucky,KM4OON B,KM4OON G,444.23750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,37.68,-84.67,-05:00
21,USA Northeast,Highland Heights,Kentucky,K4CO   C,K4CO   G,145.4200,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.02,-84.6,-05:00
21,USA Northeast,Lexington,Kentucky,W4DSI  C,W4DSI  G,145.4600,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,38.05,-84.49,-05:00
21,USA Northeast,Lexington,Kentucky,W4DSI  B,W4DSI  G,441.8125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.05,-84.49,-05:00
21,USA Northeast,London,Kentucky,KK4RQX C,KK4RQX G,147.2850,DUP+,147.885,DV,OFF,82.5Hz,Yes,Approximate,37.06,-84.13,-05:00
21,USA Northeast,Manchester ,Kentucky,KN4BDJ B,KN4BDJ G,444.2750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,37.22,-83.83,-05:00
21,USA Northeast,Manchester ,Kentucky,KN4BDJ C,KN4BDJ G,146.9250,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,37.22,-83.83,-05:00
21,USA Northeast,Middlesboro,Kentucky,WA4YZY C,WA4YZY G,145.3000,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,36.6,-83.79,-05:00
21,USA Northeast,Middlesboro,Kentucky,WA4YZY B,WA4YZY G,443.4625,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,36.6,-83.79,-05:00
21,USA Northeast,Morehead,Kentucky,KY4HS  B,KY4HS  G,442.5000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.18,-83.4,-05:00
21,USA Northeast,Richmond,Kentucky,KE4YVD B,KE4YVD G,442.8125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,37.71,-84.27,-05:00
21,USA Northeast,Union,Kentucky,WW4KY  C,WW4KY  G,147.3900,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,38.55,-84.43,-05:00
21,USA Northeast,Union,Kentucky,WW4KY  B,WW4KY  G,444.9500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.55,-84.43,-05:00
21,USA Northeast,Vine Grove,Kentucky,KM4LNN C,KM4LNN G,147.4100,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,37.87,-86.04,-05:00
21,USA Northeast,Biddeford,Maine,KC1ALA C,KC1ALA G,147.1500,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.5,-70.47,-05:00
21,USA Northeast,Biddeford,Maine,KC1ALA B,KC1ALA G,443.0500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.5,-70.47,-05:00
21,USA Northeast,Brunswick,Maine,KS1R   B,KS1R   G,447.5750,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,43.54,-70.21,-05:00
21,USA Northeast,Caribou,Maine,KA1EAR B,KA1EAR G,442.2000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,46.87,-67.99,-05:00
21,USA Northeast,Cooper,Maine,W1SCV  C,W1SCV  G,146.9850,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.96,-67.43,-05:00
21,USA Northeast,Gray,Maine,KC1UKH C,KC1UKH G,147.0450,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.9,-71.25,-05:00
21,USA Northeast,Hebron,Maine,KC1SBG B,KC1SBG G,444.3500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.26,-70.42,-05:00
21,USA Northeast,Belair,Maryland,KO3L   C,KO3L   G,147.1200,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.6,-76.32,-05:00
21,USA Northeast,Chesapeake Beach,Maryland,WG3K   B,WG3K   G,444.3500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.63,-76.51,-05:00
21,USA Northeast,Frederick,Maryland,W3FDK  B,W3FDK  G,444.8000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.5,-77.49,-05:00
21,USA Northeast,Frederick,Maryland,W3FDK  C,W3FDK  G,145.1700,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.5,-77.49,-05:00
21,USA Northeast,Germantown,Maryland,KV3B   B,KV3B   G,444.2000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.18,-77.27,-05:00
21,USA Northeast,Salisbury,Maryland,W3PRO  C,W3PRO  G,145.2800,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,38.41,-75.58,-05:00
21,USA Northeast,Salisbury,Maryland,W3PRO  B,W3PRO  G,444.2000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.41,-75.58,-05:00
21,USA Northeast,Towson,Maryland,W3DHS  C,W3DHS  G,145.1400,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,39.41,-76.59,-05:00
21,USA Northeast,Towson,Maryland,W3DHS  B,W3DHS  G,442.1125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.41,-76.59,-05:00
21,USA Northeast,Brockton,Massachusetts,KB1YAC B,KB1YAC G,449.2750,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,42.11,-71,-05:00
21,USA Northeast,Brookline,Massachusetts,K1MRA  C,K1MRA  G,145.1600,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.31,-71.13,-05:00
21,USA Northeast,Fall River,Massachusetts,K1RFI  C,K1RFI  G,145.4200,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.68,-71.18,-05:00
21,USA Northeast,Fall River,Massachusetts,K1RFI  B,K1RFI  G,449.5250,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,41.68,-71.18,-05:00
21,USA Northeast,Fall River,Massachusetts,K1RFI  A,K1RFI  G,145.2200,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.68,-71.18,-05:00
21,USA Northeast,Feeding Hills,Massachusetts,W1KK   B,W1KK   G,449.1750,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,42.09,-72.7,-05:00
21,USA Northeast,Feeding Hills,Massachusetts,W1KK   C,W1KK   G,145.1500,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.09,-72.7,-05:00
21,USA Northeast,Holliston,Massachusetts,W1DSR  B,W1DSR  G,447.0750,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,42.2,-71.44,-05:00
21,USA Northeast,Marlborough,Massachusetts,W1MRA  B,W1MRA  G,449.5750,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,42.35,-71.56,-05:00
21,USA Northeast,Marshfield,Massachusetts,W1ATD  C,W1ATD  G,145.3900,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.12,-70.7,-05:00
21,USA Northeast,North Oxford,Massachusetts,KC1ACI B,KC1ACI G,447.2750,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,42.17,-71.89,-05:00
21,USA Northeast,Norwell,Massachusetts,AC1M   C,AC1M   G,145.2500,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.2,-70.82,-05:00
21,USA Northeast,Sutton,Massachusetts,KC1AZZ B,KC1AZZ G,442.8500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.17,-71.76,-05:00
21,USA Northeast,Walpole,Massachusetts,WA1PLE B,WA1PLE G,446.4375,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,42.14,-71.22,-05:00
21,USA Northeast,West Bridgewater,Massachusetts,KA1GG  B,KA1GG  G,449.9875,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,42.01,-71.04,-05:00
21,USA Northeast,Westford,Massachusetts,WB1GOF B,WB1GOF G,442.4500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.58,-71.44,-05:00
21,USA Northeast,Westford,Massachusetts,WB1GOF C,WB1GOF G,145.3300,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.58,-71.44,-05:00
21,USA Northeast,Auburn Hills,Michigan,K8DXA  C,K8DXA  G,145.1300,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.67,-83.23,-05:00
21,USA Northeast,Auburn Hills,Michigan,K8DXA  B,K8DXA  G,444.2625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.67,-83.23,-05:00
21,USA Northeast,Battle Creek,Michigan,W8DF   C,W8DF   G,146.7900,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.28,-85.12,-05:00
21,USA Northeast,Battle Creek,Michigan,W8DF   B,W8DF   G,442.7625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.28,-85.12,-05:00
21,USA Northeast,Charlotte,Michigan,K8ETN  C,K8ETN  G,145.2000,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.59,-84.84,-05:00
21,USA Northeast,Charlotte,Michigan,K8ETN  B,K8ETN  G,443.4375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.59,-84.84,-05:00
21,USA Northeast,Coldwater,Michigan,KD8JGF B,KD8JGF G,442.9625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.94,-84.95,-05:00
21,USA Northeast,Elmira,Michigan,NM8ES  A,NM8ES  G,145.3200,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,45.02,-84.83,-05:00
21,USA Northeast,Elmira,Michigan,NM8ES  B,NM8ES  G,444.1125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.02,-84.83,-05:00
21,USA Northeast,Engadine,Michigan,W8NBY  B,W8NBY  G,444.0375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,46.2,-85.57,-05:00
21,USA Northeast,Ithaca,Michigan,KD8IEK C,KD8IEK G,147.1500,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.28,-84.6,-05:00
21,USA Northeast,Ithaca,Michigan,KD8IEK B,KD8IEK G,443.1375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.28,-84.6,-05:00
21,USA Northeast,Kalamazoo,Michigan,NK8X   B,NK8X   G,444.5000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.31,-85.56,-05:00
21,USA Northeast,Lapeer,Michigan,W8LAP  B,W8LAP  G,442.7500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.05,-83.26,-05:00
21,USA Northeast,Livonia,Michigan,K8UNS  B,K8UNS  G,444.8750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.44,-83.34,-05:00
21,USA Northeast,Midland,Michigan,KC8ARJ B,KC8ARJ G,444.3500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.67,-84.22,-05:00
21,USA Northeast,Moline,Michigan,WM8TG  B,WM8TG  G,442.5500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.74,-85.62,-05:00
21,USA Northeast,Moline,Michigan,WM8TG  C,WM8TG  G,147.2900,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.74,-85.62,-05:00
21,USA Northeast,Muskegon,Michigan,K8WNJ  B,K8WNJ  G,444.0125 ,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.24,-86.24,-05:00
21,USA Northeast,Muskegon,Michigan,K8WNJ  C,K8WNJ  G,145.3600,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.24,-86.24,-05:00
21,USA Northeast,Niles,Michigan,KE8GVB C,KE8GVB G,145.1400,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.09,-86.47,-05:00
21,USA Northeast,Niles,Michigan,KE8GVB B,KE8GVB G,442.8250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.09,-86.47,-05:00
21,USA Northeast,Owosso,Michigan,W8SHI  C,W8SHI  G,145.2400,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.99,-84.17,-05:00
21,USA Northeast,Owosso,Michigan,W8SHI  B,W8SHI  G,444.3000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.99,-84.17,-05:00
21,USA Northeast,Paw Paw,Michigan,W8VY   C,W8VY   G,145.3400,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.21,-85.97,+00:00
21,USA Northeast,Paw Paw,Michigan,W8VY   B,W8VY   G,444.0750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.21,-85.97,+00:00
21,USA Northeast,Saginaw,Michigan,K8DAC  B,K8DAC  G,442.0625,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.24,-83.58,-05:00
21,USA Northeast,St. Johns,Michigan,KD8IEI C,KD8IEI G,145.4400,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.77,-84.57,-05:00
21,USA Northeast,St. Johns,Michigan,KD8IEI B,KD8IEI G,442.9375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.77,-84.57,-05:00
21,USA Northeast,St. Joseph,Michigan,W8MAI  B,W8MAI  G,442.2750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.09,-86.47,-05:00
21,USA Northeast,Stutsmanville,Michigan,W8CCE  B,W8CCE  G,443.3750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.51,-85.03,-05:00
21,USA Northeast,Topinabee,Michigan,N8RTS  B,N8RTS  G,442.1250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.49,-84.59,-05:00
21,USA Northeast,Travese City,Michigan,WI0OK  C,WI0OK  G,145.3600,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.77,-85.62,-05:00
21,USA Northeast,Warren,Michigan,WA8BRO B,WA8BRO G,442.03750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.5,-82.98,-05:00
21,USA Northeast,Westland,Michigan,W8DTW  B,W8DTW  G,444.7250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.35,-83.35,-05:00
21,USA Northeast,Westland,Michigan,W8DTW  C,W8DTW  G,145.1700,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.35,-83.35,-05:00
21,USA Northeast,Derry,New Hampshire,NN1PA  C,NN1PA  G,145.2000,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.89,-71.27,-05:00
21,USA Northeast,Fremont,New Hampshire,N1HIT  B,N1HIT  G,448.8750,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,43.02,-71.11,-05:00
21,USA Northeast,Fremont,New Hampshire,N1HIT  C,N1HIT  G,145.3200,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.02,-71.11,-05:00
21,USA Northeast,Goffstown,New Hampshire,NE1DV  B,NE1DV  G,446.5750,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,42.99,-71.58,-05:00
21,USA Northeast,Hampton,New Hampshire,K1HBR  C,K1HBR  G,145.4400,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.94,-70.83,-05:00
21,USA Northeast,Hampton,New Hampshire,K1HBR  B,K1HBR  G,449.4750,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,42.94,-70.83,-05:00
21,USA Northeast,Pembroke,New Hampshire,NE1DS  C,NE1DS  G,145.4800,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.19,-71.44,-05:00
